0.74359665,0.94028965,1.08244064,0.95264432,0.74261534,1.26487444,2.01190184,2.31424153,1.87369487,0.92039216,3.61273537,2.42184803,2.53421726,1.35606986,1.23607064,1.05427719,1.35793361,1.08310751,1.09002236,0.95786147,0.74582543,0.94056503,0.95186369,0.80215393,0.65159408,1.00000000
0.99675541,1.09191746,1.02227400,0.90209289,0.77626191,2.22559259,1.43957945,1.98488350,4.13823076,1.20191481,2.42780414,2.72526700,2.16363602,1.50359390,0.87785959,1.12048163,1.11329928,1.37463470,1.27897207,0.91110213,0.94790028,0.94213893,0.92009204,0.92610122,0.72483888,1.00000000
0.76632751,0.93030390,0.82602643,0.92254463,0.68954946,1.20610196,1.87792108,1.53576966,1.21839754,0.81775609,2.41244749,1.88146190,2.11798063,1.95931443,1.02302158,0.91857861,1.45414318,1.27659770,0.88548377,0.75497854,0.68381928,0.91704991,0.67218204,0.62464273,0.50137373,0.00000000
0.86512707,1.11910872,1.48572362,1.18758651,0.99170835,1.30149679,1.78907413,1.66816045,4.13357990,1.12299753,2.03427826,2.20011017,1.83258949,1.36966425,0.85802592,1.46687164,1.67703651,1.06959689,1.18558957,0.72283390,0.80112340,0.78985641,0.76486107,0.74608080,0.57977810,1.00000000
1.11151692,1.05370219,1.19659937,1.18013514,0.73922348,2.02856003,1.46340621,1.65952403,2.26436721,1.08435018,2.44041596,3.07068783,2.63940151,1.61724637,0.88245130,1.24719890,1.39101721,1.66987473,1.29010516,0.82030831,1.02461553,1.07322683,1.05155678,0.67592859,0.63775231,1.00000000
1.09921591,0.93523854,1.03430853,1.15200066,0.82319728,1.98899134,2.32217778,1.84750940,1.52475448,0.91033623,7.07084798,2.26654541,2.82294332,2.50001468,0.83479920,1.20889976,1.85203608,1.17295069,0.99273862,0.78479467,0.77055435,0.78451707,0.95225322,0.80105222,0.62332270,1.00000000
0.85766878,0.98233435,1.08272353,1.03656512,0.76225298,1.28263729,2.45930539,1.46530635,1.63314061,0.99368621,2.10782518,2.44930962,2.08952822,1.44229741,0.82241893,1.30851782,1.51366037,1.22570370,1.04708668,0.84762929,0.78667497,0.99126122,0.94577695,0.77146838,0.56397831,1.00000000
0.68101091,0.88144197,0.80976024,0.80852675,0.74400205,1.28351911,1.41081337,2.95817406,1.69155815,0.81532291,2.11025900,2.17691120,2.11854182,1.65841406,0.94971438,1.00833196,0.97820138,1.21963542,0.92995083,0.56647452,0.68365861,0.85603380,0.66290145,0.59365250,0.52733889,0.00000000
0.85473180,0.89115948,1.42777805,0.89468684,0.79216454,1.31928275,1.70263834,1.77328358,1.67101922,1.31161000,1.71822246,2.22497102,2.16490630,3.97177608,1.28147919,1.24926447,1.65491997,1.08255570,0.84700108,0.83313233,0.86386403,0.77732771,0.82917074,0.79205503,0.65511818,1.00000000
0.80476366,1.12908351,1.05436606,0.80672018,0.77762620,1.96183764,1.57316714,2.61060083,1.35800692,0.88773367,2.15403825,3.83245164,2.22170928,1.53020015,0.92001986,1.29825412,1.47529948,1.49148330,0.99043073,0.76282814,0.72773188,0.85336057,0.83936505,0.75682537,0.64009924,1.00000000
0.92009416,1.32030690,1.05954227,1.34510041,0.91154498,1.02040901,1.93055170,1.89733513,1.56779195,0.99384069,1.51533158,2.77197002,2.29213668,1.50013786,1.38409012,1.97758261,1.18702142,1.08511789,0.97225898,1.02539578,0.90430274,0.76513750,0.81751783,0.76745313,0.61280818,1.00000000
0.94551978,0.96662884,1.41313463,1.29708690,0.84577054,1.19629342,1.95783451,2.18014155,1.50901533,1.17807345,1.67542940,2.13334664,2.11936386,1.58374389,0.87649783,1.38268418,1.64685154,1.10954481,0.95668960,0.87547001,0.74173024,0.98116927,0.88216609,0.73511545,0.77450037,1.00000000
0.75264180,1.16273502,0.91716928,1.09808812,0.70317773,1.21724609,1.66448376,1.82532460,1.31770935,1.06234181,2.00098753,2.85246764,3.63227825,1.62464113,0.90056110,1.08771507,1.16635058,1.34789803,1.14801696,0.83593989,0.97683344,0.90200031,0.92381602,0.66156491,0.57935591,0.00000000
0.88892199,0.97854607,0.94634615,0.97118231,0.68143491,1.33773096,1.47874917,1.46650924,1.77966985,0.83958041,2.73813758,7.13797172,2.41242626,2.04961465,0.93501717,1.09503323,1.16726153,0.98348623,0.84638602,0.81463686,0.72807580,0.93078258,0.89873981,0.71996652,0.52710668,0.00000000
1.01269052,1.07843661,1.05898783,1.27842599,0.96030707,1.19326693,1.73199308,2.91160951,1.67344447,1.22055841,4.65268847,2.15540597,3.33764094,2.08278584,1.32901434,1.17111213,1.48956014,1.14832424,1.46166631,0.81558733,0.75686242,1.19033413,0.98101998,1.00479692,0.68292173,1.00000000
0.96885337,0.92279229,1.32481900,0.94327219,0.91688004,1.43577372,1.80265934,1.55142552,1.41223771,1.05460529,1.98049836,2.63802559,1.90958962,1.14465142,1.27087238,1.38330942,1.50344878,1.57374295,1.00082662,0.90992220,0.85030388,0.82289745,0.76424394,0.64626846,0.61852738,0.00000000
1.12951067,1.01089541,1.44862779,1.18485907,0.78265825,1.46044291,1.65508171,5.71613968,2.16646842,1.02856130,2.51425488,3.90341499,1.84413085,1.43189381,1.20089059,1.35718232,1.44100979,1.35188025,1.24409494,1.14559902,1.06390285,1.12731009,1.10697912,0.93135241,0.66544568,1.00000000
0.84231119,0.94302684,1.11863070,1.01918905,0.85228125,1.30876513,2.04825662,2.23598567,3.78272082,1.27336859,3.59995180,2.15044680,1.88249778,1.93484290,0.91128585,1.08804702,1.59147464,1.61224281,1.03769494,1.01645452,0.73575110,1.06846430,0.98042706,0.82005455,0.78384578,1.00000000
0.94387656,1.32996955,1.36264199,1.14286948,1.00404085,1.16396275,1.66458298,2.22397195,1.98095352,1.11062343,2.07010387,4.28725877,2.33240391,3.00762372,1.17750543,1.38979602,1.28982565,1.78562788,1.19853902,0.92965074,1.06490441,0.98406980,0.91295120,0.92152187,0.76068872,1.00000000
